msno,total_events,avg_reengagement_prob,min_reengagement_prob,max_reengagement_prob,segment,library_pct,tenure_days,risk_tier
LVp4/L0V6oRYHF2ZTCE4wa37R/e/2egQV2ztY3W3Lms=,10,0.25256633192533007,0.2285672778317343,0.32293501647717865,Casual user,0.0,486,Moderate risk
acwOj3HG7nAZP4Tld5TpDBBQZ0q3DbEj9xevJjeMoOk=,71,0.25257084645154504,0.2039219456599378,0.3042036270219641,,46.59,3,Moderate risk
VzgAW/w2rqAeY3E8IKy9xkAF41wd2gybLVnaMu6EQWA=,18,0.2525752502740555,0.20035131598198824,0.2783902787458674,,46.59,1896,Moderate risk
9ndRX7LznERVtZ4YYAu3+ieibobhOWx8BJHSlf7TzSc=,65,0.25259234526318636,0.13362822535034505,0.31387603379804885,,46.59,138,Moderate risk
1SOsRjyx3zQ8mXwEWCdFPwx2FmfHwtzX9tWlNc7m5yw=,5,0.25261427837326195,0.2158942452881493,0.39949441071371256,Casual user,17.65,1108,Moderate risk
/5Xu7yJZF20khZSpwsqs03K9zmiYqlB9FCtK2QtLdrY=,6,0.25262629924952246,0.20422071397956232,0.26857170249901774,Casual user,0.0,547,Moderate risk
ouWdoNrL0bJzHbQqoij9P/ESwBZKYUv+xw4ETIR+DHM=,30,0.2526416442111126,0.12446830457857645,0.5091608388849174,Casual user,9.57,413,Moderate risk
el8lnTJ8wmTya3VfeXveCxbR4XofYwSLr7hsaownZYc=,143,0.2526729079810147,0.24417729844207162,0.2948954302191464,Engaged user,5.62,723,Moderate risk
b4he0I7l0jAShtIcq3aW0jywL3w1wNHi9S7ex1SbeM4=,9,0.2526767500926554,0.2526767500926554,0.2526767500926554,Casual user,100.0,48,Moderate risk
qSn5OAU7bBX8rW/i4Ah+daMb+A6UoEv+UwypJ2YSXyg=,6,0.2526989005159382,0.1757048649093008,0.2698873551443791,,46.59,3489,Moderate risk
Buzct/WVOT62+sUlXOGVKyBq5++MwXy8CbwzKqmfbC8=,257,0.252702693429664,0.14672319163823175,0.5174086336857304,Casual user,12.36,398,Moderate risk
RXn2rXf0Feryz/al93eITspXcXVEJh20mf1UkPJMfKg=,18,0.2527103480468043,0.20793014577833788,0.42925041773530637,Casual user,0.0,364,Moderate risk
6tEbkPmJcARLItCuwp0P5nPilMKdqueLCtrTc8DO/TI=,155,0.25272208253862577,0.13178225172505564,0.4256840758127854,Casual user,19.18,4578,Moderate risk
Mue3orxlJaHmK07bXWDrchFW1f/Or6TLVfMwx9fO9aA=,1105,0.25272316460203836,0.18915829030674294,0.4429775845862933,Engaged user,3.33,837,Moderate risk
VQwbtUyrhCK73L47al4t7u1lDGQoy2ZjZYAWKQr7RyQ=,76,0.2527263811524321,0.16576331957781365,0.4198321949896116,Casual user,43.78,2215,Moderate risk
bnMlRe9v852pNiGpKYAEwJFGq3Huy3pQU+YnGh9/LBo=,40,0.25274315391377405,0.1921959054785132,0.3347717676037687,Casual user,75.57,321,Moderate risk
LKsz/KOiLR13LfW3lWsz84+h9N5Fv37J+TO+4f0ULBE=,75,0.25275605423537206,0.1710634695773509,0.42395537072392037,,46.59,3655,Moderate risk
sOeeB4DM92C/sXMY1TrIfjsUMtUqeZ6c3qui1Zz9Py8=,159,0.25275692335181704,0.19055424177682412,0.4065837672075538,Casual user,9.45,333,Moderate risk
jQF51DjKocXbxJcVm2alVd0g8iKsmfZGGmpjQIwFR7s=,388,0.25277637194408936,0.09883763404070739,0.5686551494352519,Engaged user,63.81,931,Moderate risk
o+Rgc2oXEtNz0w/PmhfQoxpHwwlQbkIoucg5cA4BQTQ=,8,0.25277780514191944,0.25277780514191944,0.25277780514191944,Casual user,100.0,560,Moderate risk
h1aov263n2Yn+U2oJ2WU/CPlMcV5scUywn+liwBSi+c=,23,0.2527985634819903,0.23323370960554193,0.254630943172823,,46.59,14,Moderate risk
Osd/I+ZNxGU81pjDgcUzQldFreX0SYTryeIXZLuKjkw=,65,0.25279880783023556,0.21436821075117202,0.4075424329588086,,46.59,2023,Moderate risk
Xif2k0DKv/JRhuLOLjbatZAzJsNfD5eMvF39pQdru5Y=,137,0.2528351422315751,0.2528351422315751,0.2528351422315751,Casual user,100.0,1886,Moderate risk
KOMMHcoDFm+YyExHbQ+w+dpVOUQedQGKlkqVxwgSheY=,328,0.25284144443726775,0.17628569165112623,0.3403048282222339,Casual user,0.17,2504,Moderate risk
+ZCq61DmbeFLO8OqQ2o1px/AuRYfFmXfEJhr2ocNmSo=,287,0.25284229635068994,0.14097054186858107,0.6729213767633603,Engaged user,37.61,2412,Moderate risk
0puTHWeBYBCb81rh81gDpP1Ckja/hXLRxXfWyYVLg+Y=,87,0.25286334907034946,0.0986450108574662,0.26413695867976505,Casual user,77.92,4026,Moderate risk
2pt3k9sBiChBwF77VYaAVSd0sMPwaEGlZEcRF3u5Esc=,176,0.252874785071041,0.1194555418785965,0.5045957898335159,Casual user,26.74,1263,Moderate risk
Ly+hUu353rti8MJ/V8UPgOruHdon7AXRq37RufUFNf4=,535,0.2528881557959186,0.16124910329262812,0.5242618507518827,Engaged user,34.88,1755,Moderate risk
qw+FqQb4eGKrr3qXxFFICruhemTclooMhe5sBV9Ay+U=,305,0.2529254439236999,0.07853536270471821,0.33269394059106955,Casual user,48.7,470,Moderate risk
9o0lf136QTa7WqYWEkPnIUzFi/d2wLpjpQLb0+ULb+s=,32,0.25299485187805304,0.2112990579587354,0.2658604977731984,,46.59,4706,Moderate risk
yxmps3GvhCloSo96JIp4gXhIJndFfNicabkhb6eYtU4=,58,0.2530023609171838,0.22880776263958955,0.4620119503259485,Casual user,24.94,3740,Moderate risk
DLSf3DK3cW830rMTFHYeEWgtiyJecQKdq4Tz0KX9fcs=,79,0.25303732864649753,0.11837473747062364,0.612288714643164,Engaged user,41.84,339,Moderate risk
0zToIlKXy1znhQSNGzhO5wWnU9gmUfsF5umO3Cubksw=,6,0.25304063815231076,0.20583916112803638,0.2624809335571657,Casual user,0.0,1,Moderate risk
EzH9CKg/RDpYL1smA6kvsgbdqqWc+gLX809+Ww6B0Nw=,26,0.2530447066898216,0.15599539413337957,0.29226542989573445,Casual user,45.57,222,Moderate risk
D7qTwIeK391cjQBZY8Xp6shG+6JziyZJU8Kz3eUfXnk=,200,0.2530533654926742,0.1482492365637306,0.46364458677216813,Casual user,32.35,1192,Moderate risk
MCWHPQG6KDhxXSnvRVuFYlEVfWRmBEAhWx+swspwV7w=,2,0.25305942737267617,0.25305942737267617,0.25305942737267617,,46.59,7,Moderate risk
nR7PvuOR869hKFBOVUiK+4vzK2P+PyIY1+CXpB19t+A=,167,0.25306282247518647,0.1778636876967436,0.38613873889609823,,46.59,1779,Moderate risk
QPk95c2Ue1gxwlenOGi5H9km/ZQ0glXm8eCLx+WGd0k=,129,0.2530814408206466,0.21985756268491147,0.36134650282660946,Casual user,3.49,2243,Moderate risk
LMxAoALhupW4m67QpZAtobY5STleZssHEEuIGRlMMFs=,57,0.253082169864811,0.202870211146874,0.2795859949579214,Casual user,71.56,1542,Moderate risk
aAa4ZU1bQJelgZLvxYY8amRPHuVI9ohDWSCcKTHaFrs=,198,0.2530833138330267,0.21788723766303464,0.30757669994093134,Casual user,0.0,2143,Moderate risk
mIUfY5nKt6uoP2Ehz1naGO26vS/MQFdfbSPilrvU9/o=,190,0.2530983505805533,0.1836997948633501,0.31387603379804885,,46.59,211,Moderate risk
NJw1l/lqsA58h4W/UCG+YEKUVilEFWPrT34Gg9zjTt4=,372,0.2531058927971964,0.14629940550636947,0.5257385473265576,Casual user,7.12,2358,Moderate risk
W2Tl1FO7TlFZ2tA5RlxhgI8utRJ0hLsZMjz6vj1dy/g=,28,0.2531196762212852,0.20851928648248821,0.30764476574954747,,46.59,29,Moderate risk
MmrPyhxBN0kuNok1s2b3OgbJlyDcKJYY9y6WhsKI/Fw=,2,0.2531340395479001,0.21731715494795242,0.28895092414784773,,46.59,2977,Moderate risk
Q57YSyfG6gPrrALqGfpBEpl7s5namqEo4vWiixjjz2I=,394,0.25313959056660584,0.12294763330230092,0.6319810190918305,Engaged user,46.78,923,Moderate risk
LVo3gft3gRUaKGvNFXEoeV2VQAH1+rvZTUmmKBQHo3c=,82,0.2531924168080278,0.2057761364442188,0.32171734463301926,Casual user,9.18,2272,Moderate risk
sCTYUuOLbzTUWmVvZ1TF8qEAKuSe3CP2WZCWK4eC5+4=,187,0.25325043991406954,0.20713879240359018,0.6195485998721464,Engaged user,7.37,2338,Moderate risk
lJxtJLWEbOdezmxwzbXfQHOopNN/nTrd1E9e8ZLjZHE=,411,0.2532718341676124,0.15207407115711424,0.42653929573141597,Casual user,16.28,1796,Moderate risk
iC823krJPCEzicwi9Xukty3XeThzcSllUvAfsnuT5MI=,88,0.2532719898186139,0.15687132354594324,0.3042036270219641,,46.59,3,Moderate risk
R02DhkpCaUUuVYYYNQWkbmfmmKQduCdQHAlpA9FQXL0=,13,0.2532778956333764,0.19824528863712745,0.41356071794593163,Casual user,28.38,425,Moderate risk
lDLGkLAtBMMnyMSBQo1Fb3kYtB154T0DL9DCCrWh9w8=,46,0.2532908803035295,0.19194228085387743,0.397448411771784,Casual user,0.0,193,Moderate risk
QFmkT9fJqHE3J/6qFNf0+39d7wAZn9Dqu6jDdbFqGT0=,33,0.25333472367086374,0.20851928648248821,0.30764476574954747,,46.59,28,Moderate risk
nxWcnKIw4VPz61INZFf/5GgMuqDla8sgmQkM5oj0qdc=,22,0.2533601150129658,0.21914987126789276,0.28442081486567816,,46.59,621,Moderate risk
v33e8G24l/YlMhrXmnWxEK/6ANs49pZo5zba5NML3JA=,166,0.2533856300193418,0.16539413460734184,0.3877563405425731,Casual user,49.59,2473,Moderate risk
IbJGbU4ka0j7M97EraS25LVemRUfVtO6sPVv/L2ld0c=,101,0.2533963198916111,0.21264552270294498,0.3577759708412077,Casual user,98.4,570,Moderate risk
JERbxm1Ulp1aVt3CXLahbzRuE+P42IVZ1ccqfwmEzdo=,60,0.2534199917237617,0.17781986655541995,0.30411867349552446,Casual user,97.7,4759,Moderate risk
HAAlBRk6cEE6xm3RrblKxP3WHu+mEo7+Vx/RfCvORA8=,148,0.25344069943598985,0.23364334952454371,0.27842816879741966,Casual user,70.11,1956,Moderate risk
l4l3z0C/Jaau2Ndgv3HKMVYW9Th0yGtPkHJ4HcGa7fo=,59,0.2534502321398578,0.20550309979802198,0.32693830078506375,,46.59,396,Moderate risk
qzcvZO7qjGtX/RkZM4m4kyyPbn/HRHV5bYCTh3hmoBg=,78,0.25347568484412647,0.20874310530755266,0.3350363897195925,Casual user,0.0,731,Moderate risk
LoogaMWHdEXhrkcAeZObsW+diD6uTqlgQwNECX/4jfw=,59,0.253499151552846,0.17297546597320942,0.5002756664785267,Casual user,20.25,977,Moderate risk
gwRDIcbF3glSxxzs0ReSAhL5qezHN2Z4MMr29IBxeDo=,152,0.2535127440264809,0.21158364232695726,0.35605354129401084,Casual user,11.91,3500,Moderate risk
bO/SoM6LMQyXp0DNb3w9kIZkm7qv7JZTEXn3YCJQN0E=,19,0.2535218573650595,0.2152997261703833,0.27329021487543154,Casual user,0.0,701,Moderate risk
EJqFzrullZRSZ/xe2ocZE8FPEr+5Lc+ky/oTSk9ZvgA=,37,0.253526176431573,0.18921730996126734,0.40146881682112096,Casual user,45.53,1307,Moderate risk
gJaHy70uV1p6dwq5G23z/K5tnEH+epzQ0aB4bAcKI7o=,54,0.2535432596655529,0.2039219456599378,0.3042036270219641,,46.59,3,Moderate risk
Uuy4gbAV0NdgdGrEzj3I7CiJXjhXwTg+siQeTk5LMDM=,4,0.2535471064272123,0.2175931881209021,0.265531745862649,At risk,15.2,2771,Moderate risk
KZ2Rp/sYypOvFWkV9mGGjK2fv8BqH6wiS2/Mdrgdibk=,150,0.2535530230100925,0.1937932484517605,0.31987886085435097,Casual user,98.59,198,Moderate risk
ZbpI0RdbUplQvtYZmY8rN0d56eL3Xcb5SPHEAeU1jCU=,173,0.2535897859621999,0.21031390390238736,0.5663829313451765,Engaged user,45.59,511,Moderate risk
5yg1jCz5F+4JvXNB0oQEk+ccQbp1bHG9ab7u3JkyQzA=,43,0.25359776934136985,0.18246673544686748,0.33495460116820963,Casual user,80.81,717,Moderate risk
jYb5m3YMMaaj9QfsmL67nWhOClxMxPk4Rwe9kRIOLIE=,57,0.2536001448898415,0.18874389636383992,0.3545498244321775,Casual user,100.0,425,Moderate risk
eHN8DqfLFudWp+BXz1LasxGQ4ifepP0wW6fvczIhyYs=,64,0.25360411196368693,0.19009053722643493,0.3876313494014108,Casual user,52.46,3900,Moderate risk
mjL+AkAj2L7L6SY9Ou6tpSNYke2khn4GYGCZh3ze/Ww=,187,0.2536320751647201,0.12347426823416438,0.5259447103834953,Casual user,17.65,409,Moderate risk
jLyjTlrP3xN1rrPFEyOrbqp2ou+Xj/LWSCmBcvUSpeA=,35,0.25365259994530415,0.1939637597754304,0.27246226578768074,,46.59,2032,Moderate risk
0gz+VFRJSnSjGp75Nhp+1C/raeCCI0E7NsBY8NZL28w=,27,0.25367476255256044,0.22068836472773945,0.32720604883131527,Casual user,0.0,999,Moderate risk
VvtT1uuRyLaVdpCwprxIMAVDGUmRsutSn0ThDJLYtZw=,32,0.2536768727357566,0.09443455125775423,0.36019768321080037,At risk,19.47,1720,Moderate risk
eZkM9Y693s3kQhRSAZ8b17Hn3G9xY3dptt5oehJOTKk=,7,0.25368755939341847,0.25368755939341847,0.25368755939341847,,46.59,0,Moderate risk
FLQgG6DnT9FeJrltuxSSLZCcAmcjySiTJCwIWn0URPk=,22,0.2537081797906082,0.22803799576477188,0.545041412078896,Engaged user,39.04,685,Moderate risk
MbG0PUD/Qf7IuTgVbGCk/pJSKM184AX27PQtieFWJkg=,115,0.25370868210687897,0.17257781912581602,0.3796832286077137,Casual user,46.99,1421,Moderate risk
Q70FJrgAzsQbPmNfdnwWfTX7rjegxFNJShZEJIqZ2wE=,2,0.2537102149752968,0.22343637445340947,0.28398405549718414,Casual user,58.82,2045,Moderate risk
PQfpgwN9L9U8glfAiNvbMqNC5jde1aWY3beQGFQDa7M=,285,0.2537218540586542,0.0756480524119772,0.4248136037038429,Casual user,44.0,1443,Moderate risk
eY/EqeACqZNTlI2FlFKh8m4ldY7b4UGppByKhAWUL3o=,157,0.2537732780576782,0.22069471058681475,0.5771136580917123,Engaged user,65.38,1525,Moderate risk
00FZyXywd1lOhI1QEzN032nUfiFkVquGvKHvcJsI6eQ=,41,0.2537783642401175,0.1251856963300374,0.5637529019038521,Engaged user,41.38,601,Moderate risk
bk3knPLqWk+6hvX1DNAzPUDoHaFV6sIuWKC3DNcC9hk=,11,0.25378513366627037,0.24303567813805177,0.2548600792190922,Casual user,100.0,2272,Moderate risk
qVjUFZ0nYVrwEA8qVp2+iQQnu/1HTWxi5ER94dbGGOU=,87,0.2537877493617516,0.2104985506206693,0.3042036270219641,,46.59,3,Moderate risk
TcUTLfDzTvfFE2pwVlVzx4t8C3N9q3T71YPGZshO1mE=,39,0.25378974891331896,0.2104985506206693,0.3042036270219641,,46.59,3,Moderate risk
ycCHKxkDCCaLLxL4Sh2XGXjBgrVfd5IUe29WT+dDEdo=,277,0.253791879470304,0.16506862158044727,0.4773237444004491,Casual user,26.82,2271,Moderate risk
jn4suoQ9PUtZoesgwMTTcyig1V8NWtf6hj44+Mtg6eE=,15,0.2538148477097023,0.21335209996264345,0.2991572651596112,Casual user,1.49,700,Moderate risk
rFIB0TeRcu3tTzWwtptFkYVG2fdtyIYBVLpyl+/CbLc=,152,0.25382278653424956,0.15928853873742563,0.4882540868992658,Casual user,17.06,2961,Moderate risk
7AMdAiMghwooqeprbSqTYAcxg3LriYbIK43jugGYZgQ=,16,0.25382637239218064,0.1956305355215645,0.28485478793113334,,46.59,148,Moderate risk
nRI3usR4kxBq4ZKRzauAJZdZnN0QJr3nGmQ6GMs1Vn4=,48,0.25384564600695503,0.18711996416291185,0.42579005230007216,Engaged user,57.17,3869,Moderate risk
QjIQeV3wjXqdy22gZV2uhjYARFosmI73CFNMfdx0kV8=,134,0.25384968373976113,0.24338013462706873,0.2820734219573235,Casual user,0.68,932,Moderate risk
c8jsgi4WlNPMVERD1XKHhXGCi1/qSuf3t1Ui2AequJ4=,37,0.25386077468733087,0.25369940383655426,0.2566847645759218,Casual user,75.76,2144,Moderate risk
827F6DvpFC8W6H4HgaAjMWyIq8t53wpJVRvxRPLTHcs=,92,0.25386498986226114,0.2047940114060306,0.3257801811412081,Engaged user,46.14,3226,Moderate risk
MU4VkyqGLIiBomYsebU18wk+ZBD9q+z3aebEc34mOaw=,1,0.25388623590604753,0.25388623590604753,0.25388623590604753,Casual user,100.0,3211,Moderate risk
BwgQRbgtiE60XqqXhjcmSgKjIu9gcv9aMu8K3aKFJug=,53,0.2539098056512743,0.09105477387730927,0.475201750050452,Engaged user,54.55,669,Moderate risk
zuRHK663yIMFw6BzhifjbT8nFwZmcpatGCCFgGJRlGg=,38,0.25392901055018774,0.22656050106057066,0.3127593172498467,Casual user,3.77,1363,Moderate risk
9IqGE2DXqriXnj9uCoSF1tvAyJwNkzoLx3VX9pFlVGw=,7,0.25394485581375453,0.2068262792297479,0.26618352844357435,Casual user,82.75,1772,Moderate risk
8fYKy+se6asjyRYbbpNnkg+O1CmbwbQyeA+SS9IV0cc=,40,0.2539476014210224,0.2118422548413379,0.38582508299703266,,46.59,148,Moderate risk
EwG8ZzLa30Lgh7U4875vz1Ql9sMILP5vCfoZvGxsk6Q=,97,0.2539479942284608,0.2495065418504072,0.2638672378727806,Casual user,88.54,1491,Moderate risk
XB1tdiedzUVsj1g8hhQvLWzaTHdI3GO5FcXB1UQcfYY=,310,0.2539558099069969,0.237357891235725,0.31951614176552284,Engaged user,0.0,335,Moderate risk
DZAt7Mw268tOLg2ElHpc5xIGLardwVkcUKyxgEc2BSQ=,11,0.2539678646159513,0.2104985506206693,0.3485818260310638,,46.59,3,Moderate risk
eZuQG8PSxXq783idaD0DnXhYB5leAFGNbrHPna+vhgw=,331,0.2539773650793027,0.1429580719865258,0.3397098871933136,Casual user,59.94,761,Moderate risk
kWOW12kYjIYboAzlPZYtAAueAZ207c1cUlBs7IJ/Tis=,25,0.25397773041012384,0.19719201442985887,0.27067979456537855,Casual user,81.25,4394,Moderate risk
mHanXIId8t0t4y7YZCdaSwc3/LnnkF/EKOlWy+jNukQ=,116,0.2539958240633668,0.15063674351481524,0.39486019742613276,Casual user,17.85,893,Moderate risk
qDp9uykEmEMoe85dmHMEJaJVNQlnsY3FjAk0etfkF5I=,7,0.25401084207011015,0.21190810651487232,0.44459859894018955,Engaged user,94.9,521,Moderate risk
+UG39wI7s3we3aL7Te+avr5tMAbFDYL7bI6+QOV98hg=,164,0.2540122556098813,0.10176508971989673,0.30587792914017065,Casual user,90.0,609,Moderate risk
QNrGhEu8ciMzc92cu1H4NhHJGpsax+QAqTmG0/059MQ=,150,0.2540362481489644,0.19982054427526966,0.3382122696632858,Casual user,100.0,1318,Moderate risk
OkwyNT59kTOkghz+UkHLf03h4cPlnP7PGwd33ViruGc=,6,0.2540707203272235,0.2540707203272235,0.2540707203272235,Casual user,0.0,3,Moderate risk
vSwbvlBWbV7C3ioHwxgXwUqqsAJdm07m5Lhn+uUzDbA=,57,0.2540918888978879,0.19816507930028815,0.2992932929414753,Casual user,100.0,2396,Moderate risk
cTSz/xh0ibx0jQooA2cvN4G2M0j3/CBnc+rQtbGJtEc=,12,0.2540999284149179,0.17936443068166957,0.26224355565311475,Casual user,100.0,2413,Moderate risk
CKhDfTT7u8Xju2M7pmM/bA+cjmsEm7zAnjXivPCgYgI=,7,0.254113585018497,0.19776705133037242,0.2635046739665178,,46.59,7,Moderate risk
Ruc1K0S5FKpRO3pQIaLQeqAbokWhZGkdb63RDwtfOhQ=,178,0.2541189869928291,0.11597555099714003,0.6094704671204266,Engaged user,37.87,1706,Moderate risk
mbRtIATQnzBFju9+oN7aCaqLqgDH2A4UpEJZ67CjRdw=,65,0.2541672367862891,0.1944575518249055,0.3065400682499127,,46.59,1010,Moderate risk
xGSp1oFNPNyv9I/Ylizce9MmEp2IuDzUM3CbBauDIKg=,164,0.2541841979265699,0.22011952194963205,0.32303894420671453,Casual user,74.09,2586,Moderate risk
PwnWgkloewAh6nr1MpRnSm6jbrltEb328ifDj7ccDZc=,571,0.2542161241509412,0.1955497749449509,0.489276907277073,Casual user,11.18,757,Moderate risk
J4QKWFL1mbnFff432LXsK5k4KYdJVQZHNmscII0ok00=,1,0.254229263428903,0.254229263428903,0.254229263428903,Casual user,0.0,762,Moderate risk
sQTFSKPmkZTNlHr5i/L3FUGomVHI0MYJXEUXTMFsNsU=,59,0.254248013088863,0.20991067369949526,0.406417489475474,Casual user,21.55,2172,Moderate risk
AH4dDksAuINyXC15Y7bTCgoMb7+NCVN1K2SjXnRzM2g=,78,0.2542484104939399,0.2154123212012623,0.3042036270219641,,46.59,3,Moderate risk
62TePy+n7XSEDuTcslFAjHo7SA/vQSpRnJjSoaCibfo=,13,0.25425158811439297,0.2039219456599378,0.3042036270219641,,46.59,3,Moderate risk
HcbkIOF1a0rveW3ivIL49+RNi4xEgxbDmQxOePjpFnQ=,264,0.254280606788262,0.19279337231830682,0.5129920895444959,Engaged user,28.26,687,Moderate risk
eVm8fPAAIBD/vdUCJoEnKfKj/SA+VOQAUy2Uhj7IYNE=,37,0.25428119218512124,0.17792755859431642,0.5463965845558061,Engaged user,43.94,368,Moderate risk
JzDy4QQhEBT16Rqdmzf6BH+bAr+4DuNwv1R5hr3hJq8=,132,0.2543101961361703,0.22623688556037538,0.6261780384072334,Engaged user,40.47,1265,Moderate risk
YDKz8s5T5gqnG0sCaA19slLTnpHCSoSO95HOvwk440c=,26,0.25432787869516277,0.2034534275743206,0.5102521645543289,Engaged user,55.17,1440,Moderate risk
bPQGH8qM7YKy69nKnXGW8TTG7fCM7P7wImAoiPg9+rQ=,2,0.254335013561506,0.24588617743007896,0.26278384969293306,Casual user,12.34,918,Moderate risk
p8l/nNv7U9QaBf4Si4sWUQfGIM2pzR1V00z06YRLOfA=,112,0.25435342433402863,0.17543160393338278,0.4809795076792083,Engaged user,56.13,1038,Moderate risk
x2JdQJMDU73+I5DvCo9/8BWSE5bBkh2r/rEJb2YwEhA=,1,0.25435385822172635,0.25435385822172635,0.25435385822172635,,46.59,501,Moderate risk
e87dXXb2mMJG584AyeWv+eJPRHEfaDvu7ZYR6TqX0uA=,1,0.25435385822172635,0.25435385822172635,0.25435385822172635,,46.59,481,Moderate risk
erCixTbL665hoENXUsSLIyQt/SV5FwlPM+6Qai+/zac=,90,0.2543769302908535,0.21346477436707564,0.3283560286433039,Casual user,7.17,487,Moderate risk
Cas+rh8ykoQHG8YTQsZZp+xVqCsAota5P7FMlookHdc=,20,0.2543805779316193,0.2256934886220531,0.30832842262241084,Casual user,3.04,2726,Moderate risk
iHykq9FWoeG+epO4qVFGoyTpjUjOQJ4D0naS2wcyZ6k=,37,0.25440575300510565,0.2466869525500704,0.30186421552810666,Casual user,92.89,867,Moderate risk
8dQg2aghB25sANM3OTWaWqyKicT3EcVnezeOrufUNh4=,7,0.2544168626702856,0.1934150573377166,0.2999206749556595,Casual user,66.67,512,Moderate risk
3xBoWen0SwndFsQHppu4vYT2U2AxdMig+PdaNrxhga8=,77,0.25442196475561707,0.11882891854915423,0.42947017724889003,Casual user,24.64,578,Moderate risk
j24EPUWytI5OBRGcEkmF3VuDuU21SP0ULx3AmyLnlTU=,172,0.2544356874213179,0.16590621646206782,0.45109108703028394,Casual user,39.19,1038,Moderate risk
AcF8NTBUqb89cNz+0Z7L+E3ebxV8sc6TqcD2deaSnWs=,15,0.25443887475843663,0.24390100680170712,0.32293501647717865,Casual user,0.0,461,Moderate risk
MDi05TVBO6IDirh/LXarmMbV2oyGjOhQZd/J7j4b3xk=,48,0.25445273200121105,0.2505299677993076,0.26492877480526955,Casual user,77.69,3769,Moderate risk
4e/+IcJ24vSxXmdYe8Z8AQi/MTih/iJH1nkmqTHockc=,59,0.25453760831904915,0.21846473128958036,0.29968257984722846,,46.59,3,Moderate risk
CGHULBbP6QA+pFZWpgxPsjloFM9uibjyQyQ8fAF/IYI=,49,0.25456358602856866,0.17141751275708855,0.31852495980788087,,46.59,241,Moderate risk
Cnfe1+jg286R5DG0V1zysWhZ9xT5y+Zacz5a0dIAPUQ=,72,0.2545734966553564,0.17296168263175318,0.32149685029667247,Casual user,40.0,1548,Moderate risk
a0k4Yx1SgCM9AmKsnAtE7KhiDteCSLfjcPjhLGBMGYI=,38,0.254579800192085,0.22315170672198126,0.28669541918248653,,46.59,125,Moderate risk
ambpB6wgVX0jVzbdlnWNz6dr7NayQQ3bRVNgRQkWENI=,161,0.2546175312207665,0.07969160950826396,0.3419368689773914,Casual user,84.15,4499,Moderate risk
TKnDzDeQhESzTtwEL8ylNpiWYn+b6v0L0TJuP22VK6s=,167,0.25462986412882377,0.0802676292242244,0.267488378910012,Casual user,100.0,674,Moderate risk
X1IbdaEVvNbJ67nAQkc+x1bLQnv43iKDqwMmnZo7O1E=,25,0.25463060769841755,0.13110645897377718,0.4171842711919726,Casual user,25.0,265,Moderate risk
kspXLONXjilL8GukoMOIfh/24PuynQvqRzuxm6XLCe0=,14,0.2546435709425419,0.21508641713217308,0.26543188561809705,Casual user,78.15,2089,Moderate risk
AZQ/a9OFvjpehkvBCmvM8gc5WJ7U+If3dqeQ922NrGU=,106,0.25464834421428467,0.18452388929469132,0.27654273985655536,Casual user,79.72,2951,Moderate risk
hHTIOAzYGM7KK2itGhRpVDVZsrMY1BUw0RENs3D7wlg=,59,0.2546537905111732,0.07672804336820059,0.3732297612095642,,46.59,3,Moderate risk
rNdgkJzF89SjDanZ7GwkljxqtVys2HxVxtq70+FzCwc=,13,0.25468861371383616,0.19576717145391245,0.29899188651298964,Casual user,67.65,227,Moderate risk
8rC5mqDA3unMv/ziAJhWG8VXc28ZlNuOKj1UpGuvPlQ=,3,0.25470751624451915,0.25470751624451915,0.25470751624451915,,46.59,314,Moderate risk
Bwj1yJgu5EJr7nZAAjhYtar/iw0Qc48qaY4fRzumXe8=,3,0.25471279576585737,0.25471279576585737,0.25471279576585737,Casual user,0.0,692,Moderate risk
Gp/f+FgCr2z+dMgO7wdoA4k7VUlOv03y4Xw8n8ORzFc=,80,0.2547198947288204,0.17685483670673133,0.3091296651130252,Casual user,98.25,544,Moderate risk
T6dM7ZyFEyx2XAREaEUpSqajRGfoPU5cEZSJe/uMDu8=,6,0.25474129502458537,0.2085388154167619,0.34671789150807003,Casual user,5.26,3,Moderate risk
YFVkv4hqlLjVuBtsdweCgB/rkyvvWeIT4L33WbOO0ik=,90,0.25475315724838254,0.16053238479789664,0.49912129006638606,Engaged user,39.81,2666,Moderate risk
9pmztLm6GIWqK1osWLJVr+YPsftpvE2DmThSWvcnS5g=,59,0.2547632927238805,0.2000228538277249,0.3620220129378666,Casual user,28.12,2634,Moderate risk
UTlxKhcedZmqkDK1QKM3bTxxZYrhf3FEf52Qvhn7FR4=,323,0.2547669820360213,0.150245083122836,0.3743606264342282,,46.59,1399,Moderate risk
FdsakJmPT4v1gYyqNl7BjFeKFlBy+x9+pqRpwMGHN4M=,52,0.2547790438199748,0.1958353417442508,0.39372094712501643,,46.59,122,Moderate risk
CRdYWlT1cwl9qX6XpON9EznccRhBh0qLt1Zo/5eZHbs=,173,0.25480040315522745,0.13547263990960975,0.4484407796261693,Casual user,8.0,272,Moderate risk
Cx+X1XjMGnfvGrisJYB8jl94dab27NLKVJnRp1SAUJU=,313,0.25484632571288784,0.25047325039447627,0.26243264960871826,Casual user,0.0,368,Moderate risk
